"TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","IncomePerCap"
4286,2317,1969,28.2,45,22.6,0,1.2,0,2904,26.5,41.2,24.3,25.7,31.5,5.1,13.5,86.4,9.3,1.9,0,1.9,0.4,25.8,1842,88.3,7.7,3.7,0.3,16.5,25567
5087,2428,2659,3.1,93.5,0.7,0.8,0.1,0.1,3697,19,25.6,26.4,19.1,21.8,11.1,21.6,80.4,10.6,0,1.9,1.6,5.4,26.7,1994,82.3,9.1,7.5,1.2,6.3,18804
4288,2100,2188,1.6,89.9,3,0,1.8,0,3530,4.6,7.4,31.1,15.7,23,18.1,12.1,82.1,7.5,0.5,1.6,0.4,7.9,32.1,2374,85.9,6.5,7.6,0,4.7,34382
4504,2053,2451,26,47.4,21.9,0,2.7,0,3326,12.2,12.2,47.6,25.1,20.3,3.3,3.6,56.9,10.5,25.9,0,3,3.7,35.9,2660,74.1,18.2,7.4,0.3,6,39927
4674,2448,2226,2.4,95.6,0,0,0,0,3519,20.5,26.9,21.2,17.2,18.1,20.6,22.9,79.4,14.2,0,0.6,0.8,5,26.2,1832,76.4,10.1,13.5,0,4.6,19701
2479,1218,1261,2.5,64.5,21.6,0,1.3,0,1699,25.5,36.5,28.3,22.3,22.2,9.3,17.9,80.3,9.4,4.2,2.4,1.8,1.8,16.1,1103,89.4,7.7,2.9,0,9.6,17330
7171,3548,3623,15.9,9.9,67.1,0,3.3,0,4812,10.8,8.7,20.6,38.6,26.3,7.6,6.9,72.6,11,11.8,0.4,1.5,2.7,33.3,3348,85,6.8,8.2,0,8.5,16489
4314,2072,2242,4.5,86.3,2,0,6.6,0,3375,3,2.1,49.3,14.9,21.5,10.6,3.7,78.8,5.4,2.2,6.5,0.6,6.4,26.9,2547,87.8,7.8,4.4,0,1.1,57500
1305,662,643,41.2,33.7,21.5,0,0,0,829,64.3,89.8,24.7,36.7,7.5,18,13.1,84.7,10.4,0,2.2,2.7,0,12.5,373,72.9,19,8,0,16.9,13775
4025,2075,1950,13.1,86.7,0,0,0,0.1,2827,8.8,11.8,31.3,8.7,21.2,28.9,9.8,74.1,13.8,1.2,0.4,1.2,9.3,36.9,1780,83,12.8,4.3,0,4.2,28091
4294,2214,2080,7,87.5,1.3,0.1,1.7,2,3104,7.6,6.2,37.4,18.1,27.5,8,9,76.1,9.8,3,2.2,1.2,7.7,29.9,1860,77.5,14.2,8.3,0,5.5,26586
3565,1717,1848,25.6,71.2,1.3,0.4,0.3,0,2177,29.4,44.7,24.8,24.1,16,17,18.2,73.7,13.2,0.3,2.6,0.8,9.5,25.1,1222,76.4,13,10.6,0,9.1,15724
6644,3236,3408,2,91.7,3.8,0,0.2,0,4973,4.8,5.7,62.2,10.5,17.4,6.6,3.3,83.7,4.9,0,1.7,0,9.7,21.3,3701,82.3,13.6,4.1,0,2.2,40457
3126,1372,1754,6.4,75.8,8.5,0.6,3.1,0,2258,6.1,5.5,47.6,19,20.7,9.5,3.1,72.9,9.3,6.1,2.2,2,7.5,13.4,1817,91.2,4,4.8,0,6.1,32640
3837,2091,1746,17.6,69.6,11.5,0,0,0,2791,13.3,25,25.3,14.4,38.7,11.1,10.5,90.1,7.1,0,0,0.8,2,22.8,1956,83.7,11.5,4.8,0,3.6,23771
4660,2376,2284,2.9,95.2,0.4,1,0,0,3401,6,6.8,38.2,14.4,25.4,11.1,10.9,83.7,8.8,0.5,1,0.3,5.7,23.6,2446,76.7,17.4,5.5,0.3,1.5,31698
4425,2253,2172,41.2,39.7,8.5,1.1,1.8,1.4,3017,23.2,36.3,20.1,30.2,29.5,9.9,10.3,74,9.8,11.1,2.2,1.4,1.5,22.6,1972,85,9.3,5.6,0,9.3,15855
6557,3286,3271,1.7,95.4,1.1,0.6,0.2,0,5008,8.3,11.2,24.2,17.2,25.2,16.5,16.9,82.3,12.2,0.2,0.6,0,4.8,34.9,3007,80.6,12.8,5.7,1,3.7,28578
1622,912,710,7.2,89.3,1.2,0,0.9,0,1192,23.3,25.4,22.1,13.7,14.2,33.9,16.1,57.5,24.2,0,3.3,3.5,11.5,21.8,670,65.4,6.3,28.4,0,11.5,17878
4045,2047,1998,4.7,83.2,10.4,0.2,0.5,0,3102,11.9,24.7,30.3,10.8,28.5,15.8,14.6,84,4.8,1.5,4.5,5.2,0,23,1962,67.6,26.1,6.3,0,8.3,24459
5718,2537,3181,6.4,39.6,34.1,0,17.1,0,3547,15.2,20,51.2,14.6,17.3,4.1,12.8,69,12,12.3,4.5,0,2.1,17.1,3250,73.3,22.1,4.6,0,6.3,27516
7024,3266,3758,54.6,26.2,13.6,0,4.1,0,4896,27.3,35.1,43.6,23.3,21.9,5.2,5.9,2.9,0.4,74,16.2,2.1,4.5,31.9,3656,86.7,8.5,4.8,0,6.4,28876
5608,2711,2897,8.6,78.9,10.8,0,0,0,4306,29.1,54.9,24.6,15.9,17.5,11.1,31,86,10,0.7,0.5,0.9,1.8,22.1,2630,88.7,8.1,3.1,0,10.3,21138
5787,3269,2518,6.9,85.2,4.1,1.1,0.2,0,4440,34.6,41.1,27.7,19,18.5,20.9,13.8,71.7,21.4,0,0.6,5.6,0.7,34.6,1402,88.2,8.8,2.9,0,20.6,15966
2242,1208,1034,85.1,14.2,0,0,0,0,557,32.2,38.1,10.1,32.9,10.4,33.1,13.4,43.2,41.2,5.1,3.6,5.8,1,26.1,1254,93.9,1.9,4.2,0,4.1,19594
3476,1559,1917,0.4,92.6,2.7,1.4,1.5,0,2878,22.6,31.5,34.7,16.5,31.9,6.6,10.2,91,2.3,0.4,4.2,0.6,1.5,15.8,1417,77.1,15.5,7.5,0,6.2,19526
5138,2664,2474,13.5,43.4,34.9,2.4,2.7,0,3650,28.2,44.8,20,25.7,28.1,5.2,21.1,85.6,9.1,0.9,3.2,0.5,0.6,18.5,1803,80.3,10.1,9.6,0,15.4,20328
5266,2655,2611,17.9,70.6,2.2,0.3,1.9,3.7,4071,3.4,0.8,33.4,22.5,28,6.8,9.2,85.6,8.2,0,0.4,1.5,4.3,26.8,2333,74.8,16,9.2,0,13.3,30299
2528,1294,1234,24.8,66.3,6.6,0,0.1,0,1891,15,18.7,32.3,18.5,30,11.4,7.8,80,9.5,5,1.7,1.2,2.6,26,1319,89,6.4,4.6,0,2.4,23976
4212,2084,2128,88.5,7,0.2,0.1,2,0,2233,27.8,39.6,18.8,19,22.3,19.8,20.1,79.3,13.8,0.7,0.9,2,3.3,30.7,1554,80.3,12,7.7,0,7.3,16056
5691,2785,2906,1.6,97.8,0,0.1,0,0,4130,15.8,17.6,26.1,21.3,16.9,10.7,25,87.7,8.8,0.6,1.1,0.8,1,23.8,2295,85.7,11.1,2.7,0.5,4,23497
4266,1969,2297,98.2,1.8,0,0,0,0,3345,33.2,28.7,34.3,16.6,22.8,6.4,19.8,89.4,2.8,1.4,2.4,1.8,2.1,30.5,1398,69.6,18.5,10.8,1.1,17.7,13579
3816,1739,2077,36.7,22.5,32.5,0,6.6,0,1748,45,62.3,14.7,27.6,15,29.7,13.1,89.3,9.1,0.5,0,0.5,0.5,21.9,1290,90.4,7.6,1.4,0.6,15.9,13710
2348,1023,1325,33.6,63.3,2.6,0,0.6,0,1539,8.5,8.1,62.6,3,28.5,0,5.9,64.1,9,5.7,1.1,3.5,16.6,39.7,1090,87.6,5,7.4,0,2.1,64192
4236,1950,2286,28.5,12.3,0.5,0,58.3,0,2969,11.4,7,34,24.8,31.2,3.6,6.4,74.3,7.6,4.7,1.4,3.4,8.7,30,1807,77.3,17.1,4.4,1.2,5.9,26089
2677,1316,1361,95.3,0.9,0,0,0,0,1138,23.9,29.3,14.8,22.3,25.2,14,23.7,68.6,15,12.3,1.1,0.9,2.2,30.8,1099,82.6,7.6,9.7,0,5.9,13777
2731,1244,1487,88,0,10.6,0,1.4,0,978,46.4,54.6,8.2,38.5,16.9,6.2,30.3,74.5,4.1,10.3,7.3,1.8,1.9,33.1,793,81.8,11.2,6.9,0,13.2,7781
5126,2796,2330,37.1,55.3,0.2,1.7,1.2,0,2860,14.7,15.3,22.7,16.9,23.1,21.8,15.5,81,14.1,0.7,0.9,2.1,1.1,25.7,2306,86.8,11.1,1.7,0.4,5.3,19357
3676,1861,1815,15.3,78.5,0.8,1.7,0.7,0,2703,8.1,4.3,33.3,15.1,23.5,16.3,11.8,80.7,9.5,2.4,2.2,1.2,3.9,29.1,1690,69.1,17,13.6,0.3,3.2,31878
2282,1198,1084,1.9,64.5,0.5,21.9,0,0,1802,12.6,17.1,30.3,14.9,20.8,21.5,12.4,85.5,10.2,0.9,1.7,1.2,0.6,31.2,860,61,30.1,8.1,0.7,7.7,26225
1433,656,777,0,1.8,97.8,0.1,0,0,1088,57.6,84.1,7.7,41,26.6,2.6,22.1,77.2,13.8,2.6,3.3,3.1,0,20.7,417,80.8,17.5,1.7,0,25.3,10656
6357,3139,3218,17,5.6,69.5,0,4,0,4380,10.5,19.1,36.5,21.6,21.4,12.7,7.7,75.7,12,9.6,0,0.3,2.4,42.1,3464,63.3,32.1,4.6,0,6.4,40030
3453,1698,1755,5.9,89.5,0.6,0,2.6,0,2602,10.7,18.6,73.4,11.2,10.8,0.4,4.2,85,7,2.2,0,0.9,4.9,17.4,1903,75.2,16.8,8,0,3.1,70783
2587,1367,1220,10.7,44.2,36.8,0.3,1.2,0,1938,30,51.1,15.4,32.5,22.1,12.6,17.4,64.8,16.4,12,2.2,4.6,0,36.6,1028,92.1,6.1,1.8,0,17.3,19693
10285,4879,5406,96.7,1.8,0.6,1,0,0,4706,31.4,38.8,20.2,24.4,28.8,12.9,13.7,84.6,6.8,0,0,4.5,4,27.1,3898,71.4,17.1,11.4,0,6.6,13738
3039,1500,1539,12.1,23.4,21.4,1.9,39.3,0,1567,30.5,33.7,20,23.2,21.4,7.2,28.2,64.7,29.7,4.1,0,1.2,0.4,20.6,1140,86.8,10.4,2.9,0,14.7,12709
7073,3471,3602,15.3,35.1,43.9,0,1.9,0,4892,15.1,20.5,25.8,28.5,22.8,17.2,5.7,85.8,4.1,0,2.2,2,5.9,25.5,2901,77.2,16.9,5.2,0.6,14.7,26863
6270,3355,2915,29.1,58.6,4.9,0,4.7,0,4766,6.8,7.7,56,15.8,19.3,4.2,4.7,76.2,11.3,2.6,2.7,0.9,6.2,26,3971,73.3,20.7,6.1,0,4.3,34535
6072,3229,2843,7,61.5,6.2,0,19.9,0,4929,61,0,44.2,24.7,22.2,3.4,5.6,21.3,2.9,27.3,37.4,6.1,5,25.4,1870,93.4,5.6,0.4,0.6,11.5,8674
1642,852,790,20.8,30.5,35.7,6.9,5.2,0,1029,32.7,49,28.8,21.8,32.9,4.2,12.3,71.9,13.4,9.4,1.1,4.2,0,21.7,896,88.5,8.7,2.8,0,8.9,19394
4361,2101,2260,41.2,42.2,5.4,0,8.8,0.8,2610,13.6,15.5,18.9,25.2,27.8,8.8,19.3,82,13,0,0.5,0.2,4.3,22.6,2375,82.6,12,5.4,0,4.1,21427
3056,1516,1540,13.3,63.3,21,0,0.1,0,2352,12.6,24.4,26.7,17.7,18.3,20.1,17.2,87.3,7.4,0,1,1.1,3.2,25.4,1501,84,13.4,2.6,0,4.3,29781
4921,2454,2467,0.3,56.3,41.6,0,0,0,3812,25.1,45.6,28.1,19.3,18.3,16.8,17.5,87.1,11.7,0,0,1.2,0,36.7,1745,74.1,22.4,3.5,0,14.1,20265
4657,2365,2292,9.6,77.6,9.7,0,0.8,0,3470,6.7,3.5,40.4,23.8,21.5,3.9,10.5,91.2,2.4,3.4,1.3,0.5,1.3,18.4,2715,83.5,15,1.5,0,2.6,28231
7324,3315,4009,23.1,56.7,6.3,0,12,0,5470,4.9,2.8,43.7,12.2,23,8.5,12.6,76.8,6,8.3,2.6,1.9,4.4,26.6,4254,83.6,11.1,4.5,0.8,2.8,38852
3563,1883,1680,57.5,27.8,5.3,0,9.1,0,2117,16.1,25.7,19.7,30.7,27.6,13.2,8.8,75.5,8.8,9.5,1.5,1.3,3.4,30.8,1991,85.9,7.9,6.2,0,7.9,27158
5699,2756,2943,11.7,83.6,0.9,0.9,0.5,0.2,4287,18.4,12.3,33,12.9,22.5,15.7,15.9,71.2,15,0.5,1.3,0.8,11.1,28.1,2790,76.7,8.3,14.8,0.2,1.2,24290
5800,2971,2829,4.8,94.4,0,0,0.2,0,3826,3.3,3.8,41.2,12,21,10.6,15.1,85.4,8.7,0.1,2.4,0.6,2.8,19.4,2949,85.7,9.9,4.4,0,1.3,34829
5106,2550,2556,17.6,18.6,58,0,2.9,0,3266,31.9,52.3,14.1,21.1,32,18.4,14.3,87.9,7.7,3.1,1.3,0,0,21.3,2265,84.7,12.4,3,0,13,24009
3457,1378,2079,0.1,9.8,89.2,0,0.3,0,2307,46.1,56.1,18.4,37.9,9.3,5.5,28.9,84.8,12.7,0,1.6,0,0.8,19.9,1174,93.4,2.5,4.2,0,5.8,11980
1303,622,681,2.1,97.6,0,0,0,0.3,1050,5.9,4,40.5,13.5,21.7,16.9,7.4,85.5,2.9,0.1,1.5,0,9.9,32.8,718,65,23.3,10.6,1.1,9.1,36177
2510,1145,1365,1.8,95.4,1.4,0.1,0.8,0,2021,8.7,14.1,40.9,20.5,25.8,4.9,8,78.5,13.6,0.3,3,0.8,3.8,21.5,1266,66.6,25.1,7.9,0.4,6.7,29907
6137,3061,3076,12.7,70.5,0.5,0,14.3,0,4412,4.9,2,46.3,11.3,23.9,9.2,9.3,78.4,8.7,8.1,0.6,0,4.2,28.9,3811,85.5,12,2.5,0,1.5,50333
6690,3410,3280,7.3,72,16.1,0,0,0,5071,8.2,5.3,44.7,4.8,30.7,9.9,10,85.8,9.7,0,0,0,4.5,21.7,3408,64.6,28.8,6.7,0,3.4,30957
1690,879,811,47.6,34.7,3,0,12.3,0,992,27.8,31.6,29.7,25.5,21,11.6,12.2,17.4,5,59,8.3,7,3.4,39,777,86.9,5.8,7.3,0,13.2,22334
3483,1542,1941,11.7,1.7,84.4,0,0,0.9,2378,12.7,17.4,27.7,33.8,27.3,1.8,9.4,40.6,6.7,47,2.6,0,3.1,42.3,1620,84.9,12.8,2.3,0,13.2,25360
5923,3063,2860,5.9,86,8.1,0,0,0,4130,17,18.5,26.7,18.5,14.1,10.6,30.1,82.7,10.4,0.2,2.8,0,3.9,15.2,2326,68.2,23,8.1,0.7,10.5,19657
3695,1870,1825,2.1,22.7,71.8,0.4,0,0,2654,49.1,65.5,26,34.7,26,3.5,9.8,90.7,5.8,0,0.8,1.3,1.4,15.9,1494,77.4,19.7,2.9,0,5.9,13023
8111,3800,4311,1,87.8,1.5,0,9.4,0,5043,2.5,0,62.3,8.1,20.5,5.3,3.8,86.7,6.2,0,0,1.3,5.8,27.3,4087,75.2,19.5,5.3,0,2.2,44769
4700,2354,2346,0.9,91.8,0.2,0,7.1,0,3545,2.9,0.9,39.4,13.5,27.7,10.8,8.6,92.5,4.3,0,0.4,0.3,2.5,27.6,2619,87.9,10.3,1.9,0,3,36962
4665,2614,2051,7.2,86.7,2.2,0,0.8,0,3858,4,0,53.7,14.9,23.6,7.8,0,71,3.1,1.8,2.5,0.7,20.8,22.2,1957,83.4,9.6,7,0,4.2,75367
2722,1151,1571,6.3,63.7,18,0,9.9,0,1978,22.6,29.3,29.7,15.7,22.4,1.7,30.5,63.5,15.2,11,1.5,7.3,1.4,23.9,1399,82,13.7,4.3,0,7.1,23765
2888,1350,1538,16,55.2,8.4,1,13,0,2037,14.8,25.6,35.6,19.8,15.6,14.2,14.7,91.7,6.9,0.3,0.6,0,0.4,17.2,1636,82,11.6,6.4,0,3.8,35588
2995,1569,1426,16.3,57.9,20.9,0,3.4,0,2329,9.2,5,30.3,17.8,21.7,18.5,11.8,76.3,13.7,0,2.5,0.7,6.7,28.3,1538,80,13.6,5.5,0.9,1.7,30993
4433,2326,2107,40.9,46.2,6.8,1.5,3.4,0,3283,9.1,13.9,25.4,13,31.6,17.1,12.8,78,15.5,0.4,0.4,4.6,1.1,24.6,2335,82.1,15,2.8,0,6.9,26323
2405,1247,1158,1.6,15.2,83.2,0,0,0,1730,51.1,73.2,21.4,18.9,13.6,8.3,37.8,78.7,17.7,0,0,0,3.6,25.7,748,77.8,19.4,2.8,0,11.3,13517
5465,2779,2686,51.6,38,0.9,0.6,8.9,0,3763,9,6.2,31.2,16.2,21.5,11.6,19.6,64.2,21.7,4.3,1.2,0.4,8.3,39,2086,74.6,18.3,7.1,0,7.8,22360
5724,2888,2836,27.9,45.4,10.3,2,8.7,0,4063,2.3,0,48.2,7.3,27.4,6.3,10.7,75.5,9.8,1.2,0.9,1.2,11.3,37.1,2885,73,17.2,9.8,0,3.3,42637
24983,12097,12886,21,61,7.1,0.1,7.2,0,15148,7.2,9.6,49.1,10.8,27.2,6.5,6.4,89.8,4.4,0.9,1,0.3,3.7,31.3,12415,85.1,10.6,3.8,0.5,3.8,38123
2350,1135,1215,17,5.2,27.7,0,46.4,0,1098,27.2,39.4,32.1,27.9,23.5,5.2,11.3,11.5,9.8,58.3,19.6,0.7,0,39.5,1097,84.3,15.3,0.4,0,4.1,25863
2179,1086,1093,1.2,98.8,0,0,0,0,1837,2,0,49.2,7.1,25,9.1,9.6,75.4,5,0,0.7,1.6,17.2,29.1,929,75.1,15,9.9,0,2.4,49703
3101,1432,1669,2.7,79.5,8.1,0,9.2,0,2240,1.9,1.2,76.4,2.1,18.5,1.5,1.5,81.2,3.6,0,0.4,1.3,13.4,29.4,1493,77.2,17.3,5.4,0,4.5,74280
2443,1296,1147,1.5,97,0.6,0.2,0,0,1965,7.5,11.1,28.7,15.7,22.2,13.8,19.6,82.3,7.9,0,3.4,1,5.3,30.4,1250,79.3,11.5,8.7,0.5,3.3,32720
4981,2400,2581,2.3,90.8,2.7,0.1,0.5,0,3917,23.3,18.5,33.5,33.9,9.4,5.8,17.5,67.7,11.2,0.9,18.8,0,1.5,18.1,2203,87.6,7.4,4.9,0,7.8,20113
2109,1115,994,45.4,43.5,7.2,0.9,0.9,0,1194,32.8,48.5,15.6,25.8,15.1,23.2,20.4,73.7,13.7,0,0,11.7,0.9,23.6,855,79.6,11.9,8.4,0,9.4,15991
7133,3651,3482,5.2,83.6,8.1,0.3,0.4,0,5474,8.1,5.5,35.8,27.3,19.9,8.2,8.7,89.4,5.5,0.9,0.9,0.4,3,30.3,3692,79.6,16,4.5,0,2.7,29942
5542,2612,2930,48.4,34.5,13.4,0.6,1.9,0,3466,12.4,22.2,28.2,22.6,19.9,16.8,12.5,78.2,15.7,1.8,1.2,0.4,2.7,31.3,2553,83.1,11.9,5,0,7.6,24550
4469,2061,2408,1.9,82.8,9.9,0,2.5,0,3586,12.2,12.6,40.5,15.9,30.9,3.9,8.8,88.4,5.3,0.6,0,1.3,4.4,20.8,2640,81.5,15.2,3.3,0,3.9,33144
8416,4098,4318,0.6,98.4,0.5,0,0,0,7860,10.1,41,32.7,19.5,20.8,8.9,18.2,81.4,9.4,1.3,0,0,8,30,1712,81.6,6.4,12,0,8.9,40916
2409,1128,1281,6.5,83.4,1.2,8.6,0,0,1799,11.2,20.8,31.5,17.7,22.1,9.4,19.4,74.1,14,0,2.8,0.5,8.7,22.6,1290,69,18.2,11.8,1,4.6,27104
6303,3458,2845,1.1,94.4,1.3,0.1,3.1,0,5080,4.5,5.1,41.7,12.9,25.8,8.7,11,86.1,10.1,0,1.7,0,2.2,21.8,3212,67.5,27.5,5,0,6.8,38654
3481,1481,2000,62.1,19.8,16.9,0,0,0,1932,36.7,59.1,31.8,31,25,2.3,9.8,49.5,21.3,9.7,7.6,5.6,6.2,20.9,1374,87.9,7.4,4.7,0,17.3,16452
7095,3492,3603,2.6,89.3,6.8,0,0.9,0,5308,10.3,18.1,34.2,20.1,22.7,13,10,89.5,8.2,0,0.5,0,1.7,30,3557,78.8,17.9,3.3,0,5.7,27993
5019,2490,2529,85.2,4.4,8.6,0,0.9,0.1,1706,23.5,36.8,7.5,53.3,11.9,11.4,15.8,69.4,19.1,3.9,1.4,6.1,0,25.1,2604,94.9,1.2,4,0,8.2,15131
3374,1625,1749,10.4,78.4,2,0.5,1.9,0.1,2386,15.4,25.4,28.6,26.4,18.6,10.2,16.2,83.8,13,0,1.7,0.1,1.4,17.4,1618,84,11.7,4.3,0,5.6,20794
4339,1984,2355,3.8,95.5,0,0,0.1,0,3270,9.7,15,33.9,9,20.9,11.6,24.5,91.4,3.5,0,2.1,1.4,1.6,15.2,2003,84.1,14.1,1.8,0,2.1,25166
4904,2380,2524,20,68.6,1.4,0,8,0,3375,1.3,0,46.3,15.1,22.4,4.9,11.3,77.9,9.8,3.1,0,1.2,8.1,34,2930,83.4,9.9,6.3,0.4,2.7,48782
5655,2488,3167,58.5,34.2,0.8,0.2,0,0,4467,14.5,20.5,30.2,21.7,18.3,16.5,13.2,80.6,4.7,4.8,3.6,1.4,4.9,22,2665,69.9,21.8,8.3,0,4.1,27759
3355,1728,1627,27.2,25.4,3.2,0,43.9,0,1471,27.1,35.9,20,25.3,25,12.2,17.5,21.5,3.3,58.3,7.9,5.4,3.6,42.1,1484,85.6,9.2,5.1,0,5.9,17522
3804,1873,1931,1,86.9,0.7,0,10.1,0,2843,2.5,3.7,55.9,12.7,19.6,4.8,6.9,84.9,6.7,2.1,3,0.4,2.9,23.8,1901,83.4,10.8,5.4,0.4,4.2,43266
3930,1850,2080,10.2,78.7,6,0,3.4,0,2901,12.1,8.5,65.2,13.5,14.3,3.9,3.1,82.9,4.9,1.3,0,4.1,6.8,18.2,2256,69.9,24.4,5.4,0.3,2.8,45098
5043,2674,2369,38.6,10.2,1.8,0.8,45.3,0.2,3282,14.2,23.8,24.6,32.6,20.5,12.3,10.1,46.8,10.3,36.3,2.9,2.3,1.4,34.7,2668,73.9,20.4,5.7,0,7.5,31154
5288,2677,2611,29.3,38.7,28.3,0.3,1.1,0,3240,21.5,30.1,19.6,17.8,27.1,18.7,16.8,82.8,11.1,0.6,1.2,1.1,3.3,27,2169,83.5,12.5,4,0,4.7,18896
2230,1061,1169,14.9,9.7,71.9,3.5,0,0,1368,35.1,46.4,17.6,24.3,15.9,3.6,38.6,85.3,5.2,2.2,0.1,1.6,5.5,18.2,687,82.7,14.7,2.6,0,14.6,13438
3375,1425,1950,2.9,1.7,94.1,0,0,0,2375,14.3,21.8,23.8,30.8,26.1,3.9,15.4,53.2,14.5,25.5,2.7,1.6,2.6,33.4,1543,78.5,16.6,4.9,0,9.9,18639
3493,1685,1808,2.5,95.9,0,0,0.3,0,2582,24.1,39.2,28.4,21.6,17.8,10,22.2,74.4,16,0.5,3.8,1.7,3.5,25.5,1330,81.7,12.5,5.9,0,11.3,22917
3617,1802,1815,1.6,94.6,0,0.3,2.9,0,2578,2.5,0.3,54,9.8,29.8,0.5,5.8,81.4,5.2,5.1,0.2,0.6,7.4,19.9,1797,77.8,15.8,6.4,0,2.3,51370
510,251,259,19.2,53.1,17.3,0,5.3,0,440,9,54.5,65.9,3.7,27.1,3.2,0,55.7,5.6,0,10.9,3.2,24.7,18.5,402,71.1,11.4,16.4,1,1,122496
3104,1506,1598,11.9,53.2,4.5,9.5,12.2,1.1,2473,12,34.7,31.6,15.5,32.8,9.7,10.4,69.1,12.8,4,6.3,4.3,3.4,16.7,1973,77.4,18.5,4.1,0,5.8,37629
5244,2581,2663,13.3,45.9,1.8,2.3,29.3,1.3,2972,4.9,2.4,61,12.2,19.1,3.2,4.5,75.1,12.9,3.7,0.7,1.9,5.7,33.9,2469,80,14.6,5.4,0,7.6,41012
2230,1060,1170,2.7,85.8,8.8,1.4,0,0,1707,20.6,29.8,23.3,22.3,32.3,14.9,7.2,75.7,5.3,14.3,0,3.3,1.4,27.1,984,82.5,10.6,6.9,0,0,22299
6098,3158,2940,1.5,86.6,5.8,0,4.2,0,4201,4.5,2,60,8.4,19.4,3.6,8.6,84.1,11.2,1.2,0,0,3.5,26.5,3375,88.4,9.4,2.3,0,3.6,43337
2971,1437,1534,0.1,96,0,0,0,0,2224,5.5,4.6,29.2,22.4,19.8,10.6,18,86.3,8.1,0.3,1.4,1.4,2.5,20.3,1491,72.8,23.3,3.9,0,0.9,24619
4977,2366,2611,12.7,64.6,18.6,0,2.7,0,3600,14.3,24.6,40.4,17.3,25.7,7.9,8.7,81,13.4,0,0,2.3,3.2,32,2447,66.8,31.7,1.5,0,2.1,27561
3534,1844,1690,81.1,5.8,0.3,0,11.3,0,1388,23.1,31.4,13.9,23.8,24,9.1,29.2,64.6,13.6,17.1,0.7,2.5,1.4,33.4,1418,92.8,4.9,2.3,0,9.2,13469
7052,3422,3630,15,5.1,0,0,20.4,29.6,5047,19.8,25.3,26,20.9,26.3,13,13.7,67.1,15.6,11.8,1.1,1.2,3.2,48.1,3041,73.2,21.1,5.7,0,13.1,22036
2604,1136,1468,14.5,66,12.4,0,2.1,0,2024,12.7,26.2,36.6,20.9,26.9,6.7,8.9,76.4,12.9,3.3,4.3,0,3,21.6,1458,78.6,16,5.4,0,5,34221
3119,1511,1608,7,72.6,6.8,0.1,12.8,0.7,2031,0.4,0,50.7,11.8,27.2,1.6,8.7,82.2,4,0.6,0.9,1.9,10.5,21.2,1801,87.6,7.1,5.3,0,2.5,58928
4943,2341,2602,44.5,0.4,53.6,0,0,0,3221,19.9,33.5,23.3,12.6,26.9,10.4,26.7,75.8,12.8,4.7,0,2,4.8,29.3,2113,77.4,18.5,4.1,0,11.7,20732
5290,2472,2818,44.1,1.7,52.9,0.1,0,0,2913,47.4,52.7,12.8,24.3,26.5,11.5,24.8,76.5,11.5,5.2,0.1,1.8,5,27.4,1951,88.5,8,3.5,0,9.4,11376
3743,1662,2081,79,15,3.2,0,0.6,0,1783,23.3,28.8,10.1,19.8,30.3,22.5,17.3,65.5,25.1,0.1,1.8,2.1,5.3,24.5,1536,86.7,8.1,5.2,0,11.4,15092
2929,1382,1547,2.7,96.4,0.1,0,0.3,0,2575,6.8,2.7,36.6,22.9,32,5.5,3,86.6,4.9,0,0,0.7,7.8,22.8,1221,82.6,10.8,6.6,0,3.2,31706
2546,1237,1309,4.1,89.7,0,2,3.8,0,2087,3.7,9.4,61.4,10.8,17.8,2.4,7.6,68.9,2.8,1.1,8.7,2.4,16.1,16.1,992,72.6,13.1,14.3,0,3.3,54728
6542,3331,3211,17.7,19.7,15.8,0.4,42.1,0,4088,4.7,1.7,50.6,17.4,20.4,3.6,8,72.7,15.7,4.4,0.3,2.9,4,38.7,2935,62.4,31.8,5.5,0.3,6,29651
7580,3605,3975,10.4,79.1,8.3,0,1.1,0,5251,12.1,20.6,24.6,27.2,34.4,7.3,6.6,80.2,13.5,1.7,0.4,2.8,1.4,35.8,3442,81.3,16.4,2.2,0,5.6,24790
8636,4140,4496,0.8,63.3,4.4,0.2,30,0,6957,2.3,3.7,63.7,5,29.6,0.1,1.7,69.4,10.1,12.1,0.9,0.2,7.3,32.6,3659,79.4,10.8,9.1,0.8,2.9,78954
3198,1627,1571,3.8,74,0,0,22.2,0,2238,2.9,1.5,57.7,6.6,25.4,4.4,5.9,68.9,5.7,19.4,1.6,0.7,3.7,39.8,1553,81.4,15.5,3.1,0,5.8,56280
6111,3397,2714,7.9,89.1,0.6,0,0,0,4675,13.9,22,27.9,18.9,19.4,13.2,20.6,88.2,9.3,0.5,0.5,0.1,1.5,34.7,2782,81.3,13.8,4.9,0,10.7,24824
4708,2387,2321,15.1,54.2,18,0,5.9,0,3610,5.8,7.6,75.9,12.5,9.6,0.9,1.1,8.1,5.6,58.5,12.1,7.8,7.9,34.4,2957,73.5,11.2,14.8,0.6,3.2,65412
