"TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","IncomePerCap"
1089,525,564,72,26.6,0,0,0,0,730,8.1,0,28.6,17.5,24.9,14.7,14.3,72.5,4.7,0,4.9,2.4,15.5,21.5,469,59.9,32.2,7.9,0,8,18771
4121,2190,1931,44.7,26.1,20.2,0,6.7,0,1445,26.6,56.7,26.8,30.7,14.3,21.1,7.1,56.9,14.5,18.6,2.8,2.1,5.1,33.7,2309,74.6,13.9,11.6,0,2.4,24510
4221,2076,2145,21.8,3.5,74.3,0,0,0,2390,18.7,28.1,13.2,21.4,30.4,19.3,15.6,56.2,18.3,19.9,1.9,3.4,0.3,34.9,1752,68.4,23.1,7.9,0.5,10.2,20277
6259,2915,3344,10.8,10.4,77.6,0,0.5,0,4034,26.6,32.4,20.1,27,35.8,5.7,11.5,63.6,12.7,11,4.9,3.1,4.6,28.8,2738,85.3,12.2,2.5,0,13.1,19491
3617,1869,1748,0.7,81.5,11.9,0,0.2,0,3052,24.3,11.1,36.2,14.8,26.2,8.3,14.6,80.5,7.6,0.6,5.7,1.9,3.8,21.8,1277,77.7,15.9,5.9,0.5,4.6,27135
4589,2351,2238,1,97.6,0.3,0.1,0.3,0,3693,7.7,12.1,29.8,11,21.6,16.9,20.9,84.9,7.3,0,1.8,0.3,5.8,28.3,2580,85.3,9.4,5.1,0.2,3.5,32093
4166,2006,2160,7.7,88.7,1.7,0,1.7,0,3744,6.3,5.8,58.4,12.2,21.4,0.5,7.4,76.9,4.5,0,0,3.7,14.9,20,1503,84.6,8.5,6.9,0,3,67872
5461,2469,2992,1.2,96.7,0.1,0,0.6,0,4575,6.1,1.2,46.3,16.4,18.8,5.3,13.2,78.1,6,0.1,3.5,10.1,2.2,17.8,2386,86,9.9,3.5,0.5,6.9,34976
4540,2222,2318,5.6,85.7,2.5,0.2,2.1,0.8,3618,6.6,4.7,46,15.4,23,10.9,4.6,77.2,13.2,3.1,0.8,1.5,4.3,31.5,2031,70.9,22.7,6.4,0,4.2,40882
2232,1304,928,36.2,56.3,5.3,0.2,1.4,0,1500,25.7,43.6,23.9,20.2,20.9,11.3,23.7,76.9,9.8,0.8,4.3,6.7,1.6,15,1214,83.9,14.3,1.9,0,8.6,19282
4504,2027,2477,17.3,66.4,1.2,1.3,5.7,0,2968,21.6,29.4,12.9,23.4,29.3,9.8,24.6,78.8,13.4,3.4,2.5,0.7,1.1,26.6,2088,90,6.9,3.1,0,13.3,21373
2815,1288,1527,0,2.7,96.6,0.7,0,0,2023,35.1,55,24.5,29.3,10.1,13.9,22.3,79.4,1,19.6,0,0,0,40.1,902,91,6.3,2.7,0,25.5,15168
3918,1760,2158,9.4,72.4,1.7,0,13.1,0,3085,5.3,4.9,62.2,9.4,20.4,5.1,2.8,67.3,6.3,15.3,2.7,2.1,6.2,36.3,1736,79.8,11.9,8.3,0,4.8,50382
2801,1567,1234,46.1,8.1,1.5,0.3,41.5,0,1084,19.3,12.2,17.7,33.8,17.7,17.8,13,10.8,2.8,63.2,17.7,1.9,3.6,43.8,1308,87.7,4.1,8.2,0,7.3,16380
3240,1684,1556,31.3,48.1,3.2,0,7.7,0,2355,4,7,42.7,9.2,28.2,8.7,11.3,81.4,9.9,2.1,0.6,0,5.9,30.7,1661,69.1,18.1,12.8,0,7.2,46787
7976,3869,4107,10.1,78.4,1.8,0.6,5.5,0,7197,47.8,3.9,47.5,24.3,19.9,1.8,6.5,66,8.9,5.3,3.3,12.3,4.2,15.4,3990,70.5,20.8,8.8,0,5.1,26637
4957,2431,2526,14.7,48.5,16.6,0,14.9,0.2,3661,20.7,70.3,69.1,6.5,20.1,1.4,2.9,69.3,4,16.5,1.6,3.1,5.5,22.6,3791,86.8,10.1,3.1,0,5,45915
5021,2291,2730,13.2,73.6,0.9,0.9,8,0,3957,5.7,2.8,60,11.3,24.3,2.9,1.5,73.3,2.7,5.6,1.7,4.9,11.7,20.6,3238,80.4,9.4,10.2,0,3.6,45824
2997,1546,1451,39,5,51.9,0,3.1,0,1354,31.1,47.9,19.6,19,31.4,13.3,16.5,73.7,16,6.4,1.2,1.4,1.2,33,1476,89.4,9.3,1.3,0,2.9,15969
8705,4414,4291,1.9,78.9,17.2,1.2,0,0,6578,13.4,13,23.8,16.4,35.2,13.3,11.2,86.7,6,0,0.7,2,4.7,27.7,4405,83.1,10.9,5.9,0,3.9,24653
3983,1865,2118,67.1,10.9,3.5,0,18,0,2529,13.9,34.1,22.8,23.9,21.9,15,16.5,28.4,11.9,52.4,5.6,0.8,1,43,1933,78.6,14,7.3,0,5.4,22025
5671,2755,2916,20.6,47.2,19,0.3,9,0,4072,11.9,14.3,41.5,7.8,29.6,8.2,12.8,87.1,5.2,2,0,0.8,4.9,21.1,3753,88.6,6.9,4.4,0,5.7,35468
3880,1965,1915,15.8,50.6,15.7,0.2,9.4,0,2620,16.6,33.9,57,15,17.2,2.6,8.2,78.9,4.7,7.5,0.6,1.3,7,26.5,2104,71.6,17.9,10.1,0.4,3.6,44012
2467,1178,1289,10.8,78.6,3.1,0.4,4.5,0.3,1895,0.2,1.1,56.6,9.8,26.1,4.9,2.7,82.3,12.6,0,0.5,2,2.6,21.5,1189,69.2,27.1,3.1,0.6,1.3,51493
2273,1163,1110,1.2,84.3,3.6,0,8.2,0,1738,4.8,1.2,52.3,15.1,23.7,5.2,3.6,78.6,7,6.7,1.9,0.8,5,26.4,1374,84.1,13.5,2.3,0,5.8,49872
7555,3549,4006,4.1,57.5,10.9,0.8,23.8,0,5289,27.4,28.9,52,15.1,26.6,1.3,4.9,63.3,9.3,11.7,10,2.3,3.4,19.2,3247,89.6,8.7,1.7,0,5.5,26315
4720,2569,2151,9.7,75.8,2.4,2.4,3.2,0,3415,14.9,34,14.6,21.7,26,9.8,27.9,81.9,11.2,0.7,2.3,0.3,3.5,20.2,2582,89.2,5.8,4.5,0.5,3.8,22092
3585,1651,1934,40.5,39.1,5.7,0,12.2,0,1847,12.9,11.9,36.9,28.3,25.2,2.8,6.8,75.1,13.3,2.1,2.6,3.5,3.5,28.6,1657,85.2,10.7,4.1,0,4.4,31373
2296,1158,1138,2.3,77.3,16.4,0.9,0,0,1948,16.4,29.8,26.5,26.8,21,10.4,15.4,79.6,11.3,0,1.5,3.2,4.4,25.3,956,61.6,27.1,11.3,0,9.8,28567
1225,725,500,7.8,48.2,6.7,0,35,0,760,11.8,0,75.1,8,14.8,1.7,0.4,1.9,1,48,35.9,3.4,9.9,26.6,940,91.4,3.5,5.1,0,5.3,129973
8145,4268,3877,27.2,70.5,1.2,0,0,0,6081,4.9,1.9,32.3,12.3,25.3,15.9,14.2,84.5,9.9,1.3,0.5,0,3.9,24,4173,83,11.5,5.5,0,2.3,33630
1728,855,873,12,58.4,25.3,0,1.3,0,1230,22.7,26.5,14.3,29.4,37.8,9.6,8.9,87,12,0,0,0,1.1,23.7,666,90.5,2.6,6.9,0,16.4,16470
5337,2793,2544,68.7,27.5,0.4,0.9,2.5,0,3138,4.7,5.2,25.2,10.4,25.7,14.7,24,83.5,14,0.4,0.4,0.6,1,24.7,2504,81.2,10.3,8.5,0,5.3,27417
1812,941,871,0,99.1,0.7,0,0,0,1501,38.1,54.7,29.4,12.4,35,13.6,9.6,85.7,5.9,1,1.9,0.8,4.6,23.9,477,62.7,25.8,11.5,0,17.2,18898
6399,3417,2982,21.8,44.8,2.9,0,19.4,4.2,4149,7.4,5.2,28.4,38.8,20.9,6.4,5.5,85.3,8.8,0,0,2.4,3.6,19.6,3401,88.3,9.2,2.5,0,7.5,26687
6985,3755,3230,65.1,30.2,2.8,0,0.2,0,3677,25.4,31.2,21.1,12.7,14.7,35.3,16.2,49.4,21.3,11.4,3.9,6.9,7.1,34.9,3187,81.3,14.2,4.5,0,9.8,16013
7664,3457,4207,50.7,3.3,45.2,0,0.4,0,3813,33.9,38.7,15,32,19.9,9.2,23.8,58.4,12.9,21.4,1.7,3.7,1.8,34.3,2597,83.4,12.3,4.3,0,14.1,11237
4029,1874,2155,0.5,91.1,1.3,0,0.1,0,3165,4.6,5.8,34,27.3,25.7,9.3,3.7,74.2,14.5,1.9,6.6,0.5,2.2,25.8,2515,76.4,13,10.6,0,3,36144
2403,1144,1259,1.1,6.7,89.7,1.4,0,0,2010,17.9,33.6,26.7,39,15.3,5.3,13.7,83.3,10.3,0,0,5.8,0.5,16.6,985,75.5,21.4,3,0,16.4,17675
2329,1160,1169,8.8,18.7,60.4,0,1.1,0.2,1649,36.5,65,12.1,29.8,17.6,5.4,35,69.8,17.7,1.9,5,0.5,5,17.8,851,90,5.5,4.5,0,22.6,13210
3424,1614,1810,31,38.4,9.1,0,21.5,0,2368,8.2,12,26.9,16.3,23.5,10.4,22.9,78.5,10.5,6.3,3.4,0.4,0.9,25,1648,78.9,13.6,7.5,0,9.5,31173
1710,657,1053,0.3,97.4,0,0,1.8,0.2,1530,5,7.9,43.7,22.3,16,10.3,7.7,91.7,7.6,0,0,0,0.7,16.8,556,72.3,26.1,0.7,0.9,0.9,31811
5030,2624,2406,0.6,93.5,0.7,1.3,0.3,0.1,4162,9.9,12.1,31.9,18.3,19.4,15.6,14.8,81.2,11.5,0.3,2.3,0.7,4,33.7,2221,74.7,18.3,6.9,0.1,7,29993
8269,4604,3665,43.3,48.6,5.4,1,0.3,0,6038,22.9,38.8,21.6,23.2,21.8,17.3,15.9,85.3,9.7,0,1.2,2.6,1.1,22.2,3055,82.4,10.9,6.6,0,2.8,17801
5103,2716,2387,3,90.6,2.5,0,0.8,0,4178,17.6,10.7,32.2,27.6,25.3,8.7,6.3,73.8,6.1,0.6,11.1,2.9,5.4,15.2,2874,81,12.7,6.3,0,5.9,28237
2470,1280,1190,1.1,98.5,0,0,0,0,1979,25.1,46,20.9,30.3,23.3,10.7,14.9,89.1,6.1,0,1.9,1.8,1.2,40.2,713,83.6,14.2,2.2,0,9.9,22263
6163,3045,3118,5,89.3,2.5,0,1.8,0,4587,25.8,53.2,23.7,18.9,23.8,20.9,12.8,78,17.5,0,1.2,0.4,2.9,27.3,2134,77,12.4,9.7,0.9,9.4,17255
3949,2047,1902,4.9,68.1,6.1,0,19.4,0.7,2565,1.6,0,70.7,7.6,21.1,0.3,0.5,75.8,5.5,10.1,0,0,8.7,32.1,1970,68.6,26.3,5.1,0,1.7,75745
4632,2131,2501,23,11.6,62.3,0,1.8,0,3004,22.3,32.2,21.6,24.9,34.7,5.9,13,89.1,5,0.7,0.7,1.5,3,30.6,2144,82.8,10.4,6.9,0,6.6,18730
2706,1269,1437,1.3,92.6,3,0,0,0,2069,9.1,13.5,34.5,18.8,22.7,12.6,11.4,87.1,4.5,2,1.1,0.3,5.1,26.1,1433,81.2,17.5,1.2,0.1,3.8,29116
6263,3278,2985,15.8,71,11.4,0,0.7,0,4813,10.6,10.8,27.3,14.8,24.7,11.6,21.6,86.1,11.8,0,0,0,2.1,17.6,3527,84.8,8.8,6.4,0,1.9,23414
5061,2734,2327,4.7,80.9,1.1,0,7.8,0,3676,11.7,5.9,67.1,6.4,20,2.5,4,54.1,7.7,17.5,1.3,6.3,13,26.3,2811,66.6,23.4,10,0,4.5,46673
7444,3386,4058,66.1,17.8,8.4,0,4.2,0,4960,13.7,9.4,34.3,27.7,24.9,5,8.2,7.8,1.8,67.5,8.1,7.4,7.3,37.8,3836,82.5,11.1,5.8,0.7,7.3,30585
2740,1834,906,4.3,54.8,9.8,0.3,26.7,0,2007,17.7,0,72.1,8.2,17.5,0.7,1.5,43.9,3,6.4,34.2,2.4,10.2,17.8,1637,64.3,33.3,2.4,0,5.8,36851
2631,1353,1278,1,85.3,10.3,0,1.4,0,1912,2.4,0,50.2,18,20.9,4.6,6.3,71.3,4.7,6.8,2.2,2.3,12.7,24,1208,79.6,15.1,5.3,0,5.8,45484
7277,3700,3577,0.8,89.6,6.8,1.6,0,0,5488,24,39.1,27.2,17.7,17,15.8,22.3,78.5,10.2,0.1,5.4,0.5,5.2,25.7,2965,75.8,15.1,8.1,1,6.7,18354
2446,1317,1129,17.6,43.5,4,0.3,24.2,0,2083,21.9,31.3,37.4,28.3,22.6,5.7,6,56.1,5.9,13.5,12.5,8.6,3.3,27.3,1462,72.1,23.8,4.1,0,13.2,32033
4486,2419,2067,53.3,36.2,2,0,6.9,0,3129,5.8,4.9,27.9,16.1,28.8,13.9,13.3,78,11.8,0.3,0.3,0.3,9.5,28.8,2358,78,16,5.9,0,5.9,29427
3968,1910,2058,17,58,0.3,0.1,20.4,0,2945,3.3,4.1,62.3,12.1,17.5,3.2,5,80.1,7.9,3,0,0.4,8.6,39.2,1999,78.9,13.9,7.2,0,3.2,54135
5564,2646,2918,3,89.8,0.8,0.2,0,0,3759,4.8,5.8,23.2,21.3,28.1,14.1,13.4,83.7,7.6,0,3.4,2.5,2.8,20.2,2552,82.4,14.1,3.6,0,3.8,21913
3650,1829,1821,24.3,69.3,5.2,0,0,0,2512,17,35.3,27.2,18.5,19.5,9.8,25,80.7,13.1,0,2.8,1.1,2.3,23.8,1766,76.3,22.4,1.3,0,13,21838
6245,3119,3126,2.6,71,3.1,0,21.9,0,3651,3,0,75.9,9.5,9.4,2.7,2.5,85,9.3,0,1.3,1.2,3.2,19.3,3441,91.9,5.4,2.7,0,1.7,47284
2100,957,1143,0,2.2,95.8,0,0,0,1346,41.2,63.5,8.9,30.7,26.2,9.2,24.9,77.8,16.3,2.7,0,3.2,0,11.8,771,85,13.6,1.4,0,6.5,11124
8190,4161,4029,2.7,1.5,90.5,0,0,0,4851,22.9,39.5,26.2,25.7,28.2,6.7,13.2,67.1,11.5,11.5,0,2.9,7,35.1,3277,74.8,18.5,6.7,0,15.4,18283
3517,1563,1954,18.6,7.6,0.7,0,38.4,14.8,2355,6.2,8.2,24.3,22.5,36.2,6.4,10.6,59.8,20.2,9.6,3,4.3,3,30.7,1623,79.5,18,2.5,0,3,26382
2898,1315,1583,2.2,92.1,0.8,0,2.8,0,2323,6.1,1.6,51.4,14.9,26.5,4.5,2.7,72.8,10.6,0,2.5,3.8,10.4,26.4,1315,77.6,11.9,10.6,0,3.9,41938
2583,1329,1254,16.7,79.9,0.3,0,3,0,1957,7.1,0.9,25.4,15.6,31.3,7.6,20.1,89.6,5.6,3,1.1,0,0.6,21.8,1400,86.8,11.9,1.3,0,3.2,28116
6086,2591,3495,93.5,6.3,0.2,0,0,0,4007,8.1,3.5,25.2,20.6,33.2,7.8,13.2,84,9,2.3,0,0,4.6,33.5,2972,82.5,11.6,5.7,0.2,1.4,19971
8576,3946,4630,4.3,75.1,11.7,0.4,6.1,0,6161,13.8,28,47.9,13.7,24.4,5.6,8.4,91.3,4.4,0,0.3,0.8,3.3,25,3883,76,22.6,1.4,0,4.4,38337
3069,1487,1582,18.9,12.3,63.5,0.2,0,3.1,2074,30.8,42.4,20.6,24.8,28,8.6,18,76.7,11.8,1.4,2.3,5.7,2.1,22.4,1038,82.2,12.1,5.7,0,15.2,14914
3895,2029,1866,70.8,18.9,2,0,6.4,0,2133,17.5,27.6,21.1,24,21.7,17,16.2,5.9,4.3,71.5,9.2,5.7,3.3,37.4,1969,85.8,2.2,12,0,6.1,20670
6047,2987,3060,2.9,87,7.6,0,2.3,0,4805,7.3,6.4,31.1,14.2,20.3,5,29.4,76.6,11.5,0,0.5,4.2,7.3,24.3,2739,82.7,10.5,6.8,0,10.4,31837
4546,2170,2376,9.2,53.6,10.4,0,21.4,0,3258,3.2,5.5,56.4,14.4,21.3,4.6,3.3,66.4,13.4,7.1,3.2,1.1,9,36.3,2302,69.6,24.7,5.7,0,1.5,48824
3900,1797,2103,99.2,0,0,0,0.2,0,3055,41.1,53.9,38,10.8,25.1,15.2,10.8,76.8,7.7,2.1,6.2,4.2,3,27.9,951,56.4,27.7,16,0,3.5,13366
4839,2263,2576,91.7,7.3,0,0,1,0,2320,43.3,56.1,32.4,15.3,35.6,7.7,9,79,18.1,1,0,0,1.9,18.9,1352,58.9,29.1,12.1,0,13.4,14220
4058,2053,2005,14.5,76.3,1.7,0.1,5.2,0,3180,9,16.2,37.3,17.2,23.3,10.4,11.8,75,8.6,0.2,1,2.8,12.4,41.8,1887,78.2,12.7,9.1,0,8.5,52068
2692,1293,1399,4.2,38.6,50.9,0.4,3.6,0,1874,17.1,22.9,19.1,20.6,33.9,8.5,17.9,86.9,5.8,3.1,3.2,0,0.9,20.6,1264,92.4,6,1.6,0,5.2,20738
3282,1659,1623,33.4,28.8,28.5,1,5,0,2255,9.7,20.5,56.1,18.5,13.4,7.7,4.2,17.5,10.3,44.6,6.8,15.1,5.8,34.7,2052,76.6,21,2.4,0,7.2,51152
5738,2523,3215,1.8,93.2,3.9,0,0,0,4635,10.3,8.9,58.1,19.5,10,5.8,6.5,89.7,4.5,0,0.7,0.7,4.5,23.3,2180,61.3,28.5,10.2,0,7.9,39553
3586,1986,1600,3.1,87.5,0,2.5,2.7,1.2,2874,2.8,3.8,38.6,15.2,16.1,20.8,9.3,72.1,14.2,1,0.6,0.4,11.7,45,2065,73.3,11.9,12.9,1.9,0.5,34503
8312,3893,4419,2.1,75.2,20,0.1,1,0.3,6215,18.5,37.1,36.4,15.4,30.9,7.3,10,84.7,5.7,0.4,0,0.7,8.4,30.6,3915,74.7,21.5,3.8,0,4.7,26314
2471,1174,1297,77.1,22,0.2,0.7,0,0,1619,25.5,41.6,26.2,28.4,21.4,14.4,9.6,74.8,11.4,0.3,4,1.5,8.1,29,1070,64,20.3,15.1,0.6,7.7,25383
2440,1152,1288,0.9,95.5,3.6,0,0,0,1918,16.2,18.5,29.2,12.2,26.7,16.3,15.7,87.4,6.6,3,0,0,3.1,33.7,1039,83,7.1,9,1,1,27096
2016,1039,977,9.7,84.1,0.4,0,2.6,0,1487,9.7,16.7,35.3,11.3,22.4,6.4,24.7,85.2,10.2,0.9,0.3,0,3.4,17.5,1029,86.7,11.7,1.7,0,0,31934
2062,1035,1027,15.3,9.9,64.4,1,7.1,0,1053,50.2,53.3,22.2,33.5,10,6.8,27.5,65.1,28.5,2.8,0,0,3.7,22.4,541,82.1,11.6,6.3,0,17.5,9472
6525,3050,3475,62.3,24.6,3.9,0.5,8.4,0,3948,11.4,16.1,24.6,20.1,29.5,6.2,19.7,79.2,9,2.6,3.7,3.3,2.3,21.2,3744,82.4,9.1,8.5,0,4.9,27670
3056,1480,1576,6.2,89.5,0.1,0.3,0.8,0,2385,8.7,7.7,12.6,15.3,32.8,16,23.3,82,12.6,0.7,2.5,0.3,1.8,33.3,1370,84.3,10.7,4.8,0.2,6.7,26082
5515,2764,2751,1.9,85.3,1.8,0.4,10.4,0,3718,2.4,2.1,66,4.3,25.3,1,3.4,85.6,7,0.2,0.6,0.5,6.1,25.3,2612,92.8,2.1,5.1,0,2.2,73350
2990,1360,1630,15.3,70,7.3,0,3.9,0,2308,16.3,25.3,30.4,24.1,23.4,12.4,9.7,78,10.3,0,2.1,2.3,7.3,29.5,1291,86.6,1.2,12.2,0,4.3,25406
1041,573,468,6.4,23,69.2,0,0,0,896,38.3,23.3,20.5,14.2,29.1,18.1,18.1,64.2,10.6,21.5,0,3.7,0,25,492,74,13.6,12.4,0,15.2,15942
5763,2441,3322,71.9,0,27.3,0,0.6,0,2444,41.3,57.6,14.1,24.8,28.1,7.1,25.9,66.6,15.8,11.6,0,0.2,5.8,34.2,2142,75.9,5.8,18.3,0,5.4,12040
7723,3871,3852,76.3,8,5,0,10.6,0,5031,9.8,10.4,26.4,17.2,29.3,6.2,20.9,82.2,9,3.7,1,1.3,2.8,33.3,3686,85.2,12.5,2.3,0,5.9,24403
2337,1050,1287,10.3,86.5,1,0,1.1,0,1728,7,2.7,62.3,9.9,21.3,3.5,3.1,89.9,3.7,0.9,0,0.5,5.1,19.6,1272,82.7,6.8,10.5,0,2.2,45063
4865,3723,1142,9.7,45.5,26.6,8.4,1.1,0.1,4694,13,0,60,14.7,16.6,7.2,1.4,68.3,5.9,3.3,16,2.1,4.4,13.8,848,76.3,21.1,2.6,0,5,19094
1826,826,1000,5.1,26.1,66.6,0.1,0,0,1226,34.2,45.1,26.4,15.9,20.4,17,20.4,79.5,10.8,0,4.5,0.5,4.7,24,584,72.1,20.5,7.4,0,19.7,14785
4695,2408,2287,5.1,81.8,0,5,1,0,3712,2.3,0,55.5,9.7,18,13.1,3.7,74.8,15,2.3,2.1,0,5.9,17.9,2791,43.9,43.2,12.9,0,4.5,54444
4398,2135,2263,61.9,36.3,0,0.2,1.3,0,1992,41.5,54.9,7,22.5,7,43,20.6,62,30.3,0,2.2,4.4,1,31.4,1790,86.5,10.2,3.3,0,12.2,14072
2512,1248,1264,5.1,58.9,0,26.9,1.3,0,1945,22.6,34.4,26,15.4,18.6,12.6,27.4,72.3,9.9,0,10.9,2.8,4.1,25.8,971,73.1,12.9,14,0,5.8,18824
3168,1707,1461,7.8,76.6,10.4,0,1.7,0,2546,13.2,24.4,53.5,13.3,27.8,1.4,4,77.7,3.8,6.9,2.1,4.9,4.6,17.8,2298,88,8.7,3.3,0,3,44119
3218,1548,1670,20.8,62.7,4.5,0,3,2.5,2452,11.4,11.6,36.4,15.8,27.2,10.5,10,79,11,1.4,0,1.1,7.4,26.5,1414,77.2,15,7.9,0,9.8,25897
5149,2582,2567,0.9,95.7,0.4,0.8,0.5,0,3802,9.4,14.4,25.1,16.3,16.8,15.7,26.2,83.9,9.8,0,1.5,0.8,4,26.6,2470,87.1,8.6,4.1,0.2,5.7,23769
7157,3682,3475,100,0,0,0,0,0,5960,38,62.8,25.9,19.8,24.6,17.7,12,90,5.1,0,3.1,0,1.8,27.2,1903,67.4,24.3,8.3,0,22.9,10804
5951,2948,3003,3.5,94.3,1.1,0.3,0.6,0,4687,10,14.2,28.4,13.2,34.9,11.4,12.1,89.1,4.5,0,0.9,0.5,5,34.8,2840,83.1,11.5,5.4,0,4.4,27291
5209,2554,2655,0,87.3,9.7,0,1.7,0,3911,6.1,3.5,46.6,14.6,18.4,3.6,16.8,78.4,12.4,0,4.6,1.8,2.8,18.6,2803,87.7,8.7,3.6,0,4.8,32186
2840,1418,1422,14.2,56.6,20.5,0,2.9,0,2051,30.1,47,31.3,22.7,24.2,7,14.7,91.7,1.7,0,0.8,1.4,4.5,16.9,1407,84.9,12.3,2.8,0,8.6,21496
2289,981,1308,3.5,86.8,7.1,1.2,0,0,1965,9.3,11.7,55.3,15.5,21.7,3.1,4.4,82.2,10.1,0,3.9,0,3.8,14.4,1281,83.1,9.4,7.6,0,2.8,47620
3337,1742,1595,2.4,96.6,0,0,0,0,2681,6.1,7.2,36.7,18.7,22.1,14.7,7.9,92.6,5.4,0,0,0.4,1.6,25.6,1662,75.8,19.1,5.1,0,1.9,33592
4945,3192,1753,4.8,72.9,20.7,0.4,0,0,4203,17.1,25.7,21.7,29.7,26.9,3.8,17.9,81.9,13.3,0,2.8,1.3,0.7,16.1,1377,78.2,15.5,5.1,1.2,6.8,17019
4567,2259,2308,26.5,42.4,15,0,11,0.1,3238,2.3,0,51.1,22.4,16,5.1,5.3,54.7,10.6,26.3,1.4,1.6,5.4,36.5,2646,66.6,28,5.5,0,3,42125
1785,853,932,12.3,71.4,13.7,0.2,0.7,0,1401,24.6,43.6,22.4,22.1,26.5,18.1,10.8,91,7.6,0,1.4,0,0,28.9,840,80.6,14,5.4,0,6.6,22208
3319,1687,1632,0.3,93.6,1.2,0,0.5,0.1,2650,13,14.2,34.3,19.1,19.3,8.8,18.4,86.8,3.6,0.3,0,5.7,3.5,18.4,1372,79.8,13.5,6.7,0,7.9,28050
2515,1284,1231,100,0,0,0,0,0,1764,43.7,63.8,28.4,28.1,34.4,1.1,7.9,70.2,12.2,5.1,0,10,2.5,34.4,807,67.9,26.6,5.5,0,26.4,10697
2903,1518,1385,2.9,94.6,0.2,0,0.5,0,2171,6.7,8.6,35.8,14.8,18.3,14.6,16.5,82.2,7.5,0.3,2.9,2.4,4.7,19.9,1556,79.6,10.7,9.6,0.2,3.1,29774
1921,857,1064,2.7,95.9,0.5,0,0,0,1692,11.2,23.8,37.1,9.1,49.6,2.2,1.9,69.8,3.1,1.2,0,2,24,24.1,770,84.7,1.2,14.2,0,0.9,77722
2221,1037,1184,1.9,87.9,3.6,0.2,4.8,0,1770,3.3,7.2,61.9,8.7,22.6,2.9,3.9,73.3,3.1,7.7,1.2,1.1,13.6,27.5,1243,79.9,8.5,11.6,0,0.6,92628
8446,4156,4290,8.7,46,2,0,36.3,0.2,5377,6.8,7.7,64.4,6.7,19.2,7.7,2,68.7,11.4,10.2,1.7,0.9,7.1,30,3929,75,10.7,13.4,0.8,4.1,78737
5050,2483,2567,4.8,66.9,25.1,0.1,1.6,0,3767,12.6,19.6,29.1,17.6,26.8,9.5,17,88.6,9.1,0,0.1,0.7,1.4,19.6,2422,83.1,12.8,4,0.1,6.9,26007
3666,1821,1845,4,89.9,0.2,0.9,0.4,0,2795,11.8,17.6,31.1,15.2,22.4,17.9,13.4,82.6,8.3,0.3,0.8,0.8,7.2,31.7,1580,70.9,24.2,4.9,0,4.8,27842
1954,975,979,1.5,95.3,0.5,0,1.6,0,1457,7.5,6.5,43.3,15.5,19.5,11.1,10.6,85.8,4,0,1.9,0,8.4,29.6,989,70.7,17,12.3,0,3.2,33651
4642,2157,2485,0.9,97.1,0.2,0.6,0.1,0,3680,10,16.7,46.5,28.7,12.3,7,5.6,84.5,7.3,0.7,1.6,0.7,5.1,23.2,2288,76.2,16,7.8,0,3.5,39746
2725,1292,1433,7.9,41.4,36.3,0,9.2,0,2216,6.4,0,69.7,12.6,14.8,2.3,0.6,27.4,3.6,35.1,20.5,11.5,1.9,28.7,1952,70.2,28.8,0.9,0,3.8,55364
3751,2092,1659,43.4,31.6,21.2,0,0,1.5,2640,38.4,45.2,18.4,28.5,18.1,17.1,17.9,77.1,8.1,1.4,4.5,3.4,5.4,19.5,1270,74,13.5,12.4,0,19.8,16626
4727,2665,2062,11.3,53.5,18.9,0.5,8.4,0,3601,20.3,50.6,47.8,23,20.1,3.1,5.9,38.7,6.5,25.1,12.6,12,5,26,3244,86.6,9.3,4.2,0,4.4,40820
3075,1498,1577,0.5,96.4,1.2,0,0.3,0,2420,4.6,4.1,37.8,15.8,21.5,12.6,12.3,74.5,14.1,0,1.9,2.3,7.2,25,1580,72.7,13,14.2,0,2.6,30406
4216,2135,2081,7.7,31,0.6,0.8,56.8,0,2160,5.9,5.1,71.5,8.6,12.6,2.4,5,79.8,4.1,4.6,0,5.6,6,25.2,2075,87.7,7.1,5.2,0,4.4,61943
4009,1834,2175,3.7,42.5,44.1,0,1.4,0,2930,3.5,5.2,66.2,14.9,15,1.5,2.5,52.7,2.5,28.7,2.5,0.4,13.2,39,1944,79.3,12.1,8.2,0.4,8.8,59462
7579,3690,3889,10.7,37.5,12.4,0,36.3,0,5157,2.8,2.4,52.8,11.6,19.4,6.8,9.5,81.4,6.3,9.6,0,0.3,2.3,34.6,4206,83.1,13.9,3,0,7.3,40773
6722,3523,3199,16.5,74.6,3.7,0,3.2,0,4837,49,63,23.4,39.5,23.3,5.2,8.6,85.9,7.9,0,1.7,2.3,2.2,20.4,3628,79.1,13.1,7.3,0.5,4.6,14902
2128,1039,1089,2.8,90.7,4,0,0.8,0,1668,10.1,18,37.2,11.9,32.2,4.5,14.2,86.6,8,0.5,1.7,1.1,2.1,20.8,1095,88.8,6.2,5,0,5.2,27452
